frecuencia neg,frecuencia pos,palabra
5,17,swordsman
12,16,biological
9,7,dispose
1,2,cremation
48,23,zombi
10,15,panned
11,6,hounds
4,1,rafters
31,14,beers
12,8,sexploitation
37,46,sixties
1,3,allowance
0,1,legalization
3,4,gayle
27,19,obscurity
1,2,graver
4,6,joyful
33,26,depths
0,1,heigths
2,1,reinventing
4,3,nathaniel
3,1,arcand
15,28,gandolfini
15,10,applegate
14,12,noticeably
0,7,milder
1,2,mets
2,2,clinch
1,7,fenway
3,68,sox
6,5,substantive
2,8,workaholic
12,6,barbie
28,20,girlfriends
15,18,gym
0,1,workouts
2,2,jiggling
2,2,paraphernalia
7,5,jekyll
2,21,refreshingly
8,28,compromise
1,5,yeoman
5,9,incorporating
1,7,revised
2,2,holders
0,1,kibitz
14,23,simpler
38,8,ninety
19,9,barn
6,8,shelby
4,5,awakes
48,93,hudson
1,2,krypton
19,6,superpowers
9,18,smallville
1,1,saver
2,2,clarified
0,1,labirinto
6,11,dp
6,10,likability
20,17,notwithstanding
3,4,constellation
6,9,miriam
39,28,claude
9,13,rains
0,1,maroni
0,1,cork
33,23,sucker
12,6,butchering
13,14,matin
10,15,es
12,16,deluise
1,4,amati
0,11,showings
7,16,autobiographical
7,5,mercedes
0,2,ruehl
1,1,roseanna
0,2,suspends
2,4,technicians
2,9,dolores
2,13,stifling
6,5,pratfalls
1,2,emulated
6,13,cherished
0,1,megalmania
0,1,choreographs
7,2,stall
15,21,gi
3,2,hoary
1,6,gu
0,5,tary
4,19,duet
18,45,walt
1,2,embellishes
0,6,storybook
0,3,emanates
5,8,delectable
10,4,pumpkin
11,9,livingston
0,6,bibbidi
0,6,bobbidi
27,20,boo
11,31,stepmother
8,14,lucifer
6,4,moralizing
3,5,beholder
5,5,surfaces
9,18,midway
8,7,rubbed
6,7,disturbingly
1,1,vise
12,7,drowns
0,1,kieffer
5,7,unearthed
32,21,guinea
56,46,pig
14,20,bash
94,20,fulci
13,18,bava
5,2,unadulterated
8,11,fold
11,49,definitive
4,5,seekers
187,100,freddy
32,13,krueger
32,25,freaky
2,5,doco
9,5,unbiased
0,1,deutschen
0,1,panzer
174,102,saving
2,1,iwo
2,1,jima
10,8,flags
6,1,trumpets
4,20,incorporated
18,31,lopez
3,4,paragon
16,16,shouts
22,32,anytime
38,15,mute
17,6,ticked
0,1,engvall
1,13,flik
2,1,sophmoric
1,1,jugoslavia
0,1,belgrad
5,7,slavic
0,13,bouvier
0,6,onassis
0,10,beale
2,14,hampton
6,28,gardens
9,1,feces
4,15,portraits
1,9,erected
2,1,panty
12,11,pinned
11,13,torso
2,4,luminescent
8,4,crackers
1,1,utensils
60,25,irrelevant
3,9,clocks
6,12,thwarted
7,2,propose
7,10,contradict
12,13,feeds
2,6,raccoons
12,19,declares
2,2,recoiling
5,4,undeserving
1,28,pang
13,3,crabs
10,5,brolin
8,7,schmaltzy
13,25,contributes
1,22,radiant
1,2,hagerty
49,36,opportunities
2,2,flaunt
60,42,trailers
17,4,flushed
6,8,apples
14,25,forbes
2,10,expenses
0,3,earley
14,19,mindset
2,3,guesses
8,4,waif
9,8,unacceptable
2,4,bulletin
8,17,exchanges
1,6,zing
1,1,rosey
0,6,candyman
0,1,papierhaus
4,4,dreamt
0,1,pepperhaus
4,8,projecting
13,10,misfit
1,3,childhoods
1,3,miserly
6,6,monopoly
2,2,snogging
6,14,evoking
6,6,upgrade
0,2,dilute
10,10,vessel
36,15,daylight
17,6,fisherman
2,5,thanking
0,1,crout
2,4,soto
3,1,deerfield
2,3,fl
0,2,peacemaker
20,11,halt
43,55,domino
6,8,culmination
0,2,interpreter
6,7,doubting
0,2,lassiter
1,2,kewl
6,17,restrictions
0,1,spiritited
6,6,reclaim
3,10,bawdy
0,1,intensities
4,7,neurosis
5,62,winchester
6,17,spur
1,5,laramie
3,2,reserves
4,3,ambivalence
5,7,saucy
3,32,duryea
9,8,sneering
0,34,mcintire
12,23,dodge
23,36,estranged
1,23,mcnally
5,7,fiercely
0,2,fratricidal
8,5,diplomat
20,2,unexciting
2,10,intertwining
2,1,internalised
1,3,isolationist
0,1,externalised
0,1,expansionist
4,3,civilised
2,9,negotiation
5,12,dealings
0,1,eiko
0,1,ando
14,11,behaved
3,1,pomposity
17,9,consciously
2,4,traditionalist
10,13,traditionally
3,3,shipwrecked
6,2,beheaded
5,7,crossroads
1,2,brigands
1,2,infesting
0,1,roadway
7,13,conflicting
8,18,reflections
5,9,nineteenth
0,1,industrialisation
8,13,enlightening
4,10,civilisation
10,11,boiling
10,33,dominate
4,6,preconceptions
13,15,annual
3,4,milwaukee
3,1,wi
4,1,expedient
0,1,thrashings
0,1,nunchuks
2,5,traded
74,51,nurse
0,2,coif
1,5,mayoral
0,3,couture
13,15,wink
49,21,schlock
31,17,gosh
2,1,accelerator
5,4,cruising
16,12,mph
2,4,latches
16,10,emergency
4,1,brake
3,1,ignition
1,1,thorazine
10,17,preparation
1,4,juggernaut
21,23,runaway
1,4,dorado
4,17,publish
5,37,vincenzo
3,46,natali
7,7,cronenberg
2,2,suburbanite
0,19,digicorp
2,5,instructs
22,29,pen
0,3,intriguingly
3,3,brainwash
0,11,thursby
0,2,digicorps
1,3,drugging
13,9,drone
3,4,attendants
8,7,subliminal
42,57,rooms
0,1,precipitants
9,7,wiping
66,46,pretend
0,4,samways
16,7,brainwashed
2,22,pawn
5,8,infiltrate
0,1,databanks
1,3,freelance
0,1,stonking
2,4,usefulness
82,65,cube
7,4,paces
10,6,negatively
77,44,convoluted
26,17,vcr
9,11,demonstrating
2,9,galipeau
2,4,reverts
21,22,detached
3,3,grunting
0,1,demostrating
2,6,trapper
0,1,coservationist
21,22,theodore
1,1,betuel
1,1,aligns
1,1,copola
7,15,scorcese
117,35,trite
21,10,elementary
13,22,existential
0,1,rieser
5,2,colombo
0,1,unlisted
1,2,bodacious
4,5,bod
17,10,threaten
5,1,suzanna
50,5,arquette
15,3,kitten
26,16,alarm
22,23,sophia
17,33,loren
0,1,bustiness
21,17,ratio
15,10,waist
0,3,configured
1,1,configuration
5,5,thighs
19,23,knees
1,1,calves
0,2,ankles
6,10,idealized
7,6,curves
0,1,hemispheres
10,5,descended
0,1,boinked
3,2,horniness
10,3,pathological
6,8,impulses
9,9,housekeeper
7,15,televised
17,17,uber
3,5,nordic
6,11,voluptuous
16,15,blessing
62,28,advise
6,10,immerse
16,21,languages
5,12,reconcile
2,11,vida
1,1,guerra
0,1,vambo
0,1,drule
1,6,paradoxical
3,2,nationally
5,7,pasts
5,6,intrinsically
2,5,unfit
10,20,boyish
14,10,lesbianism
3,2,valor
1,4,apprehended
6,4,makeshift
1,4,deportation
5,7,femininity
8,1,glacial
1,1,easing
4,15,foreigner
1,3,patriarchy
0,2,ayatollahs
10,21,unnamed
1,1,unremembered
0,1,mcgarten
18,19,zealand
6,16,chrissy
5,7,dunn
17,6,danielle
0,2,cormack
2,8,resentful
1,4,basking
5,7,olympics
0,1,desireless
0,3,sergent
0,1,proudest
14,28,epitome
0,1,matriach
0,1,wellingtonian
0,1,dunns
0,1,akerston
5,1,cakes
17,17,cocktail
1,2,sausages
2,10,jen
1,1,rima
10,20,te
0,1,wiata
1,1,blackberry
0,1,sorbet
0,1,desparate
0,1,balme
3,6,electrician
1,3,lyn
0,1,dorday
1,9,tart
37,25,dubious
0,1,tooltime
0,2,fuelling
5,5,splashed
3,14,sparring
7,10,ticking
1,1,narcisstic
1,2,bun
6,1,oven
1,2,mutch
0,1,nuteral
11,23,barman
5,19,improves
0,1,delivere
3,11,dirk
0,1,roofthooft
0,1,upcomming
1,3,titus
0,2,voogdt
14,16,worries
0,1,appereantly
5,10,finlayson
17,10,bump
8,6,queue
0,1,nuttiest
3,4,thumbing
0,3,xd
4,7,ppl
0,1,suggessted
6,11,snobbish
6,8,inexperience
38,30,colin
10,2,firth
7,5,darcy
12,14,harvest
77,33,unpleasant
3,5,duplicity
4,11,faithfulness
28,7,backyard
22,33,afterward
11,3,theoretically
2,4,copenhagen
13,17,denmark
1,3,semra
1,3,turan
0,1,autobiographic
1,1,sidenotes
4,1,gravely
1,3,xian
0,2,gao
0,1,masterif
15,7,protocol
35,14,hawn
4,12,criticise
2,2,climaxed
8,5,changeling
8,15,oakland
18,23,timed
4,5,coincide
15,31,famed
25,30,ghetto
0,10,jermaine
0,1,macaroni
6,5,tract
5,13,marco
0,1,kev
0,1,dropouts
2,6,scuffle
2,1,homeys
1,2,bangers
3,5,inland
5,12,safer
4,8,porch
13,13,ploy
7,5,scotty
4,4,regeneration
21,24,testing
19,11,morgue
3,6,reanimated
2,2,sputtering
10,5,growling
16,9,chews
7,3,staggers
4,2,infects
1,1,battleground
1,2,spattered
16,1,herschel
16,30,val
12,4,lewton
9,7,programmers
6,6,leopard
5,2,quickies
7,8,priced
7,4,cheapness
10,6,freshly
4,13,matte
4,5,lending
3,4,bleakness
13,21,oppressive
6,87,sirk
4,17,melodramas
0,2,merc
8,6,exchanged
0,1,motherfockers
3,3,twitching
9,18,guerrilla
23,30,suggesting
6,8,quiroz
3,1,trademarked
1,11,eduardo
1,1,darkroom
0,1,familia
4,2,henpecked
3,24,shemp
1,5,brideless
7,13,groom
15,16,stooge
0,1,turpentine
22,12,blink
0,1,bookings
51,37,reel
53,42,stooges
3,1,hybrids
1,2,sharps
2,3,mailbox
8,21,ernst
49,34,absent
0,1,unfussy
8,36,melancholy
43,16,dismal
0,1,boatloads
0,3,emancipator
20,34,settled
11,13,biographical
11,6,pulitzer
3,3,sherwood
8,16,abe
2,11,encompasses
0,1,clerking
8,19,pioneer
0,4,rutledge
1,1,legislature
6,5,gambit
11,13,cromwell
0,3,quillan
22,54,celebration
13,30,pauline
1,3,valance
3,33,marjorie
10,19,danced
3,5,clementine
8,5,tombstone
1,1,biographers
0,2,dramatists
7,8,singularly
24,45,assured
0,2,kohler
2,2,louts
2,1,accuser
3,7,prosecuting
0,1,charters
3,1,deadpool
7,19,magnum
9,14,tripping
5,16,newest
34,16,bait
106,70,ain
33,11,unnecessarily
4,1,dumbness
2,7,aligned
7,8,tagged
2,5,glides
10,8,butter
13,8,unimportant
1,1,mssr
2,3,jumpstart
13,19,cleveland
13,16,premier
0,2,imprest
12,14,riley
0,7,jeter
4,18,toto
8,17,josie
0,1,knewfrom
0,1,improvisationalcomedy
0,1,andromantic
0,1,areall
2,9,foibles
0,1,allotting
31,35,exploring
0,2,reverberations
6,15,alejandro
3,4,gonz
3,4,lez
3,4,rritu
3,13,youssef
6,12,chahine
1,3,imbalance
2,7,currents
10,9,retribution
19,43,scarface
2,9,ferocious
1,8,fabled
26,13,cheesiness
34,32,excess
0,1,borderlines
12,10,gangsta
7,22,depalma
28,13,sinks
8,5,misled
25,25,therapy
7,7,tackling
31,33,evolution
1,1,sawing
0,1,wormed
30,4,corleone
3,6,serpico
2,2,mimicked
5,1,misjudged
2,4,shenar
0,4,sosa
4,13,screenings
10,22,finch
3,12,exuberance
0,1,faceness
0,3,raya
20,36,pursue
3,6,fluidity
9,18,communities
14,11,praises
0,1,nuevo
60,35,waited
6,36,melbourne
66,28,behave
2,10,fueled
3,9,idiosyncrasies
0,2,bluray
55,10,lifeless
0,1,hektor
2,4,capitalizes
2,1,socializing
3,5,assisting
7,10,naivet
2,10,brotherly
5,18,baltimore
1,8,unbreakable
2,6,konkana
12,15,sen
4,20,boman
0,2,floss
1,5,ravages
0,6,escalate
5,6,focal
0,3,silverlake
22,11,hiv
3,3,volunteering
33,8,clinic
55,36,spoke
1,6,firsthand
12,16,formerly
5,5,forums
22,16,fuss
6,10,befriend
2,5,sciences
0,1,schlessinger
2,17,deft
3,8,grungy
75,82,glass
12,14,refined
5,11,undertone
3,1,finales
0,1,virtuosic
1,2,feasts
0,1,klansmen
3,12,commies
37,43,files
3,2,bugging
2,8,rev
24,18,clyde
0,1,tolson
5,16,cohn
35,40,shoulder
17,16,prevented
0,1,manvilles
27,11,penguin
1,7,battleship
1,5,drifters
0,1,grierson
6,30,metropolis
6,14,cabinet
4,8,caligari
3,2,incurred
9,5,vatican
1,2,condoning
0,1,desertion
1,27,emil
3,1,manville
3,10,triumphant
1,10,outstandingly
3,4,paean
30,30,users
19,20,willingly
1,3,concurred
2,2,arose
19,17,insignificant
8,6,aggressively
7,2,agnostic
2,3,divorces
0,10,virile
9,19,rejection
5,2,recuperate
38,16,commits
0,1,climacteric
1,3,emphasises
5,11,collectively
23,32,stream
8,11,contributing
14,21,continuous
0,1,triviata
0,1,predicate
23,17,sustain
21,11,bee
1,1,pollinating
3,11,necklace
0,1,extol
10,13,reduce
20,27,bias
1,3,assessments
0,3,kiesler
2,4,hypocrites
0,5,erroneously
28,7,rewrite
8,6,generating
12,31,screened
0,4,transitory
21,12,thankful
3,4,facially
2,2,followable
0,1,parlayed
0,1,unjaded
1,4,demographics
0,3,arrondissements
22,27,linked
23,20,joining
11,14,descends
6,9,discern
1,2,hairdressing
61,39,miserable
2,6,baking
0,1,sardine
5,5,tiff
5,7,perversely
0,1,teetered
9,8,rufus
2,5,sewell
5,9,mortimer
12,15,wilde
2,7,hoskins
9,20,fanny
12,7,ardent
5,23,gyllenhaal
8,8,junkies
5,26,sherry
1,2,migrant
0,2,paramedic
3,5,statistic
15,2,postal
5,9,colorado
10,6,accented
12,36,je
10,28,aime
0,7,geoff
0,1,bowles
0,1,masterstroke
2,8,blinding
0,13,freebird
16,7,weed
0,1,grower
10,16,devilish
2,1,frill
1,2,viscous
6,5,muck
0,2,synecdoche
33,12,kaufman
21,7,indulgence
3,2,mumblecore
10,28,profoundly
0,2,mechenosets
1,15,sasha
77,24,senseless
1,2,purport
8,6,stained
2,3,damnation
13,12,idle
23,14,explanations
10,14,caged
0,1,surmounts
7,2,invulnerable
1,1,thoes
38,51,wisdom
0,1,hymilayan
3,7,documentation
0,10,ankush
4,7,motivates
3,9,amends
3,3,prankster
0,3,shivam
0,6,megha
14,11,plump
0,2,khala
2,3,aunty
3,10,occupies
0,3,reshammiya
13,8,opted
13,12,percentage
10,8,salary
2,2,moguls
7,16,millard
1,17,brodie
0,19,flippen
13,15,aptly
3,3,disarmed
6,18,wyatt
6,20,earp
0,18,geer
36,47,contest
18,13,closeups
37,36,pages
2,13,waco
0,2,goaded
14,5,grizzled
9,14,roosevelt
1,2,arsenic
3,19,trading
1,2,jist
25,10,behaves
13,4,scrubs
32,35,hilarity
2,4,caitlin
0,4,tiffani
0,1,jace
0,2,lipper
6,7,classmate
9,8,clique
8,9,athletes
20,19,determine
0,8,boesman
28,15,listened
36,36,praised
7,15,brightest
6,24,defines
20,28,gloomy
6,14,gloom
5,8,heartbeat
18,28,enduring
5,12,fide
2,11,grimm
2,11,endearingly
1,14,slipper
4,2,uppity
8,10,bubbles
30,9,padded
1,4,agreeably
4,6,rodent
2,2,conspicuously
7,17,misadventures
0,1,harrumphing
56,21,exposition
5,21,graceful
0,3,frenetically
22,21,quaint
3,13,gratifying
0,13,erendira
0,1,tyrranical
1,6,marquez
0,1,incr
0,1,ible
0,1,triste
0,1,historia
0,1,ndida
0,1,ndira
0,1,eventhough
29,23,intact
3,10,papas
2,3,novices
1,1,witt
0,2,maked
0,1,catharsic
2,10,glam
12,17,velvet
4,3,goldmine
0,2,docudramas
0,1,meked
5,12,concerts
6,6,groupie
10,10,glorify
1,5,bundy
0,2,damper
4,2,scramble
42,21,rampage
2,3,wove
8,15,quincy
5,4,desensitized
11,4,chucky
1,1,wotw
0,1,woking
8,15,seminal
1,4,immunity
0,1,contemporaneity
1,1,coloration
5,4,tint
24,38,photographs
1,5,tinting
0,2,standardized
1,2,reddish
3,1,retrograde
19,24,martians
0,1,pomade
0,2,brilliantine
3,9,closeness
15,36,informative
11,12,mounted
4,2,tentacles
26,27,martian
0,6,unduly
2,2,rout
2,3,curate
5,2,affliction
5,6,consume
2,3,hooting
12,4,obliged
2,1,revives
0,1,larder
0,1,curates
16,7,insufferable
2,4,abbreviated
22,16,hunky
2,1,piana
1,1,bauman
1,1,artilleryman
6,6,sizable
0,1,lathrop
4,7,defects
5,5,replays
0,1,allahabad
4,2,holi
0,1,ooe
1,1,amma
0,1,loudspeakers
1,2,drools
20,24,monroe
0,1,blockbuter
4,5,montreal
11,15,refugee
0,1,nieporte
2,12,gabriele
3,5,muccino
17,36,respects
5,26,irs
6,13,frustrations
8,8,harrelson
7,6,interrupt
20,9,ransom
4,1,eliot
7,4,prosaic
4,10,defiant
18,41,separated
27,25,centuries
12,19,sentiments
0,1,sixes
0,1,sevens
14,10,zooms
0,1,gilt
4,7,savannah
3,4,pudgy
14,3,mccabe
2,2,marlow
0,1,almanesque
2,2,panes
0,1,sollipsism
6,4,opaque
1,1,windshields
0,2,harking
21,34,goodbye
14,19,suggestive
17,17,usage
9,7,grisham
8,9,excite
20,8,resembled
19,7,arrows
0,1,analytic
1,1,quiver
2,5,beastly
0,1,muzzled
0,1,mammonist
7,32,berenger
0,1,ferality
1,3,deflated
2,3,hubris
0,1,pheromonal
4,5,davidtz
30,19,lurking
0,2,fatality
10,6,daryl
0,1,rivet
0,1,barometric
6,4,plunge
5,9,painstakingly
12,21,swamp
13,14,cooler
4,1,pronto
28,30,judged
16,23,cowardly
40,14,excuses
0,1,misfortunate
0,2,reshaped
0,5,calderon
5,12,constitution
2,1,indefinitely
14,7,tolerated
1,1,hegemony
14,14,homework
0,1,snippers
7,8,shamefully
42,13,alleged
0,2,hasta
0,1,revolucion
0,1,siempre
11,51,jedi
3,5,corresponding
5,3,droids
4,3,debated
8,5,ecological
0,1,militarist
33,25,lightning
5,8,risking
0,1,inmho
4,1,somersaults
0,2,jedis
2,5,sabers
19,8,coherence
17,27,imho
0,1,bejard
8,12,zen
0,1,deshimaru
7,7,hd
6,5,transferring
6,14,discs
2,17,carrell
3,6,waxing
0,1,dater
15,21,fable
0,13,yelnats
18,17,unlucky
1,4,characterizes
8,9,falsely
7,4,donated
3,2,counselors
3,1,councilor
0,2,pendanski
11,5,quicker
2,4,barbs
0,3,fauna
1,2,vultures
13,8,poisonous
8,4,lizards
3,3,wallowing
3,2,angsty
46,31,silliness
8,22,dares
2,2,genera
12,9,downer
14,24,condemned
14,44,packs
6,5,mod
7,7,mushy
0,1,herilhy
3,1,petticoat
1,1,junction
6,4,acres
10,2,avengers
1,6,visualize
0,1,rocll
0,1,foreveri
2,1,overflow
8,4,kittens
10,5,sniff
0,1,colourised
0,1,caroles
11,8,scrutiny
1,17,cartwright
0,11,hoss
0,14,cartwrights
22,34,immense
1,10,ponderosa
6,5,pinch
0,1,daresay
1,2,kennedys
2,7,syndication
1,4,testifies
0,8,pernell
14,14,rumor
4,6,bordered
8,7,sanctimonious
9,9,landon
0,1,prarie
2,8,blocker
2,5,canary
9,11,matheson
16,49,mitch
1,3,vogel
41,53,virginia
1,5,tahoe
0,1,ranchhouse
3,4,irresistibly
6,65,tenant
4,34,lila
0,1,kedrova
2,7,compulsory
0,1,mockeries
5,16,overcoming
22,19,parodies
5,4,obscenities
2,4,contextual
0,1,mcreedy
8,7,boxed
0,4,barrat
10,10,weaponry
1,4,booklet
0,1,trymane
25,9,choke
1,2,goonie
22,15,goo
33,14,fart
0,1,bunnie
50,1,wayans
13,12,dice
3,9,carlin
6,11,surpass
1,1,buckwheat
7,12,erupts
1,1,gales
28,15,unleashed
1,2,barraged
3,5,unapologetic
0,3,jugular
37,33,pole
9,9,slammed
4,3,shit
2,2,movin
12,5,freakin
37,24,gates
3,4,unwitting
5,15,attends
3,3,realtor
16,11,whoa
10,1,weirdos
6,8,creaky
36,42,parade
3,5,cadillac
8,4,convertible
1,2,mab
0,1,redcoat
1,1,shovelling
9,30,coal
4,2,furnace
1,39,clutter
1,1,homemaker
23,9,allegedly
10,3,looser
0,1,lynley
0,7,orla
2,5,wrestles
3,6,hari
0,1,jaffrey
3,3,spooks
0,1,shellie
3,4,conn
4,3,planner
1,2,parrish
4,8,hellish
135,15,wasting
2,3,wraparound
4,2,duffel
2,2,stockbroker
0,2,unreachable
5,2,museums
1,1,innovating
39,6,voodoo
29,17,thunder
33,29,weaker
5,7,overload
17,6,cleavage
5,5,preparations
2,4,terrify
20,8,dorm
9,25,grounded
25,22,frost
27,24,snowman
4,3,axed
18,6,pi
3,3,cone
1,5,nimble
2,1,gouged
9,4,webber
7,10,metaphorical
0,1,biarkan
0,1,bintang
0,1,menari
0,1,bbm
3,4,indonesian
0,1,indonesians
1,1,dismaying
5,3,indonesia
6,17,synchronized
4,7,aviation
0,4,brill
0,1,mendl
2,3,blinked
11,27,ballroom
4,4,beens
8,9,banker
10,15,ca
1,3,miscue
8,15,pounding
3,7,quarterback
0,4,lethargy
7,5,replaying
0,1,bakesfield
20,10,gadgets
34,22,stones
0,1,willians
2,1,purge
8,4,bowels
2,4,upfront
40,43,soderbergh
0,10,ernesto
15,31,guevara
4,9,argentinian
4,14,fidel
0,3,fulgencio
25,9,relied
8,13,diaries
20,9,unbearably
10,7,touring
3,3,endemic
13,8,marxist
1,16,tackled
2,12,parter
0,1,uppermost
0,1,agentine
3,9,guerilla
7,27,bolivia
6,12,benicio
48,49,del
19,20,toro
1,14,argentine
9,6,peasants
14,13,intellectuals
2,13,inevitability
4,1,valkyrie
45,34,frustrating
0,1,fomentation
15,19,intruder
3,10,indigenous
5,6,cubans
2,5,doggedly
1,8,persists
2,1,enterprises
0,1,romanticise
0,1,fatherless
2,12,bolivian
2,4,hesitated
13,20,byrne
1,3,anka
36,84,modesty
17,32,blaise
16,10,capabilities
4,19,staden
11,24,counterpart
1,5,nikolaj
1,7,waldau
0,22,miklos
1,2,toothpaste
42,5,stereotyped
2,2,pearson
1,4,lob
0,2,eugenia
0,1,yuan
0,1,irina
0,4,privately
0,3,ctu
11,14,webster
4,9,saddle
8,10,tatum
0,10,calvet
2,45,gannon
2,20,skagway
19,17,cheat
3,23,miners
0,1,mustachioed
4,13,gunman
0,5,madden
1,3,wilke
11,6,yukon
4,4,ambushed
5,1,uselessly
2,7,sling
1,1,gunbelt
0,1,graffitiing
0,1,asafrika
0,1,bambaataa
0,4,grandmaster
0,7,melle
4,6,breakers
9,9,unpopular
0,1,amoung
49,35,marketing
0,1,commitee
0,1,beegees
3,2,rougher
3,7,udo
2,6,kier
1,1,pilmark
0,1,krogshoj
0,4,drusse
0,2,marple
0,1,rolffes
1,1,morten
0,1,rotne
0,1,leffers
0,4,dishwasher
0,3,stellan
0,1,skarsg
16,6,microphone
2,38,sammi
1,17,curr
3,10,tramell
15,9,bi
17,19,mastermind
3,3,manipulator
2,4,setback
9,6,improvements
2,2,distributes
17,6,snore
0,4,khleo
7,11,storylines
0,1,greenlake
0,2,barlow
0,1,elya
8,11,madame
0,2,zeroni
1,4,weaved
7,3,squid
0,2,kasch
1,1,zig
1,2,zag
7,7,miguel
4,3,magnet
4,3,armpit
0,1,brenden
10,6,jefferson
3,8,oasis
0,1,chrstian
6,3,showering
4,9,dong
3,11,protestant
1,1,denomination
11,24,hopeful
8,5,summation
11,9,anticipating
11,4,babbling
0,1,gacktnhyde
0,1,hawt
0,1,yaoi
3,1,chucks
0,2,beefs
10,4,yelled
0,1,goriness
3,3,slump
0,1,burbling
1,1,keels
0,10,philipps
25,33,pocket
135,71,makeup
1,5,zandt
3,5,punishes
0,2,commencing
40,27,traffic
13,23,subtitled
0,2,mannheim
0,2,deplorably
1,1,imperfectly
1,2,esthetically
5,5,agitated
7,9,oeuvre
17,59,posey
4,2,salient
13,16,stylistic
1,4,habitual
3,2,canted
0,1,textually
0,1,backdropped
7,10,bravely
0,1,geo
0,1,foregrounded
5,2,heretofore
6,3,cf
0,1,syrianna
4,3,prod
3,8,referential
2,7,entertainments
2,3,transplanting
1,5,shores
6,6,whistle
1,2,englishwoman
8,28,dangers
0,1,mukerjee
0,1,brahamin
6,6,nationality
10,10,pow
0,5,stalag
1,3,luft
3,7,gestapo
11,7,tunnels
2,4,enterprising
1,4,vaulting
15,17,compound
2,5,shortening
19,33,frog
0,4,vaulted
5,8,escapees
3,4,positioned
11,10,dishonest
4,31,carface
7,26,itchy
22,9,prehistoric
30,5,alligator
3,6,sparing
10,4,financing
23,36,races
6,8,junkyard
4,16,listens
4,5,unprotected
7,9,preservation
7,7,symbolizes
4,6,submerged
3,2,fictionalization
0,2,infections
4,13,riveted
4,1,alfie
3,1,logged
1,3,encapsulates
3,42,elsa
2,6,bicker
28,14,sharks
4,1,foretelling
2,5,shrimp
5,1,garlic
2,5,pungent
1,1,costco
1,2,flavorful
6,4,sauce
1,8,naturalness
48,38,mundane
5,4,blog
2,5,myspace
1,2,locoformovies
1,3,shames
10,14,sustained
6,53,zorro
22,9,daft
6,11,foes
2,15,andr
2,1,outkast
7,8,strut
15,16,maniacal
5,7,macha
3,4,sorter
0,6,tyrannous
3,4,compensating
0,1,amasses
7,11,diagnosed
1,4,incurable
4,17,loan
1,2,relents
1,4,loom
11,18,convicts
115,26,shark
10,11,zack
2,3,pastore
5,3,avi
9,17,elusive
7,11,unravels
0,4,humbling
6,12,humility
9,11,recognizing
0,1,preset
0,1,underhandedness
4,4,sittings
13,20,stepped
2,7,surfed
0,1,finishin
18,7,rally
0,1,antoniette
17,8,vernon
2,10,marcello
9,29,mastroianni
28,24,pursued
4,7,fascists
0,2,fuher
0,3,duce
2,12,mussolini
2,1,ciano
3,4,unrelentingly
3,5,ruggero
0,1,macarri
2,12,ettore
2,16,scola
0,1,pascualino
0,2,santis
0,3,armando
0,1,trovajoly
2,4,leitmotif
2,7,globes
0,3,bal
19,18,illustrate
0,1,varennes
4,15,stagecoach
0,28,paine
0,2,xvi
3,5,antoinette
3,18,una
0,4,giornata
0,2,particulare
11,27,ebay
1,10,restrictive
0,4,freelancer
1,1,server
42,24,pc
1,1,servers
0,5,multiplayer
20,20,systems
1,1,wormholes
0,1,xplosiv
1,1,shakespearen
0,1,lawerance
5,9,snuck
0,22,desdemona
2,6,infuriated
0,2,excepts
0,9,cassio
0,1,mearly
8,11,betray
0,5,evinced
28,19,baddies
91,67,attacks
3,5,wiseguy
0,7,melfi
1,4,livia
14,21,borderline
0,9,marchand
0,18,falco
0,9,imperioli
1,1,dematteo
1,2,latching
0,6,chianese
15,21,recurring
0,1,ventimiglia
0,1,curatola
0,2,proval
3,6,pantoliano
1,1,sciorra
0,1,iler
0,7,sirico
0,1,schirripa
8,11,ceases
0,1,brosnon
9,4,payback
15,14,filter
8,6,tt
4,28,paperhouse
3,2,crumbled
7,12,aspire
2,2,transcendence
10,23,adventurous
3,4,retold
0,7,dicken
5,19,recreated
6,7,sim
1,5,stingy
3,2,straighten
0,3,ebeneezer
16,77,scrooge
2,9,effected
6,19,breeze
6,12,smells
23,6,donner
2,9,recreates
13,28,counterparts
0,1,cratchitt
11,19,walters
1,6,miser
11,22,miracles
30,24,insist
5,3,cheri
23,16,scarier
2,8,melrose
2,1,crusoe
2,2,freakiest
0,1,nosebleed
0,1,pissy
2,3,pickings
21,19,brick
10,9,charging
0,3,salvatore
2,7,scoundrel
6,38,han
0,3,calrissian
0,2,friendlier
7,8,pitiable
0,1,stealin
2,6,unscripted
0,1,unscheduled
30,53,respected
4,6,overstatement
4,3,coughs
0,2,reassures
1,2,mope
17,12,gum
6,9,discredit
5,6,reputations
10,17,embark
18,7,muscles
7,6,unimaginable
0,3,rapturous
0,5,najimy
2,2,costumer
7,11,bevy
1,3,rumbling
16,1,hemingway
7,13,benefited
1,8,feyder
20,7,dressler
4,4,constrained
1,4,luminescence
2,5,atmospherics
2,10,docks
0,1,explicitness
1,1,clarifies
15,30,unfamiliar
3,5,mystifying
19,13,voters
0,6,frwl
31,11,offense
2,3,loaned
5,7,likeness
0,8,eon
9,15,shaken
5,8,octopus
0,1,octopussy
5,2,tentacle
60,12,barrel
14,9,rescuing
14,26,retro
